As of date,As of time,Countries/areas,Cumulative number of confirmed cases,Number of newly confirmed cases reported in the past 14 days,Cumulative number of deaths among confirmed cases,Remark
31/03/2020,10:00,Kyrgyzstan,84,84,0,
31/03/2020,10:00,Lao People's Democratic Republic,8,8,0,
31/03/2020,10:00,Latvia,376,342,0,
31/03/2020,10:00,Lebanon,438,339,10,
31/03/2020,10:00,Liberia,3,3,0,
31/03/2020,10:00,Libya,8,8,0,
31/03/2020,10:00,Liechtenstein,62,55,0,
31/03/2020,10:00,Lithuania,484,467,7,
31/03/2020,10:00,Luxembourg,1950,1912,21,
31/03/2020,10:00,Macao Special Administrative Region,39,28,0,
31/03/2020,10:00,Madagascar,37,37,0,
31/03/2020,10:00,Mainland China,81518,637,3305,
31/03/2020,10:00,Malaysia,2470,1917,34,
31/03/2020,10:00,Maldives,17,4,0,
31/03/2020,10:00,Mali,18,18,0,
31/03/2020,10:00,Malta,151,130,0,
31/03/2020,10:00,Martinique,105,90,2,
31/03/2020,10:00,Mauritania,5,4,0,
31/03/2020,10:00,Mauritius,102,102,2,
31/03/2020,10:00,Mayotte,82,81,0,
31/03/2020,10:00,Mexico,848,795,16,
31/03/2020,10:00,Monaco,46,37,0,
31/03/2020,10:00,Mongolia,12,11,0,
31/03/2020,10:00,Montenegro,85,85,1,
31/03/2020,10:00,Montserrat,5,5,0,
31/03/2020,10:00,Morocco,516,488,27,
31/03/2020,10:00,Mozambique,8,8,0,
31/03/2020,10:00,Myanmar,8,8,0,
31/03/2020,10:00,Namibia,11,9,0,
31/03/2020,10:00,Nepal,5,4,0,
31/03/2020,10:00,Netherlands,10866,9453,771,
31/03/2020,10:00,New Caledonia,15,15,0,
31/03/2020,10:00,New Zealand,552,546,1,
31/03/2020,10:00,Nicaragua,4,4,1,
31/03/2020,10:00,Niger,20,20,3,
31/03/2020,10:00,Nigeria,65,63,1,
31/03/2020,10:00,North Macedonia,259,240,6,
31/03/2020,10:00,Northern Mariana Islands,2,2,0,
31/03/2020,10:00,Norway,4102,2933,22,
31/03/2020,10:00,Oman,167,145,0,
31/03/2020,10:00,Pakistan,1625,1573,18,
31/03/2020,10:00,Palestine,115,77,1,
31/03/2020,10:00,Panama,901,858,17,
31/03/2020,10:00,Papua New Guinea,1,1,0,
31/03/2020,10:00,Paraguay,59,51,3,
31/03/2020,10:00,Peru,671,600,11,
31/03/2020,10:00,Philippines,1418,1276,71,
31/03/2020,10:00,Poland,1862,1706,22,
31/03/2020,10:00,Portugal,5962,5717,119,
31/03/2020,10:00,Puerto Rico,64,61,2,
31/03/2020,10:00,Qatar,634,195,2,
31/03/2020,10:00,Republic of Moldova,263,240,2,
31/03/2020,10:00,Réunion,207,198,0,
31/03/2020,10:00,Romania,1760,1602,40,
31/03/2020,10:00,Russia,1534,1441,10,
31/03/2020,10:00,Rwanda,70,65,0,
31/03/2020,10:00,Saint Barthélemy,5,2,0,
31/03/2020,10:00,Saint Kitts and Nevis,4,4,0,
31/03/2020,10:00,Saint Lucia,4,3,0,
31/03/2020,10:00,Saint Martin,6,4,0,
31/03/2020,10:00,Saint Vincent and the Grenadines,1,0,0,
31/03/2020,10:00,San Marino,229,127,24,
31/03/2020,10:00,Saudi Arabia,1299,1196,8,
31/03/2020,10:00,Senegal,142,116,0,
31/03/2020,10:00,Serbia,741,695,13,
31/03/2020,10:00,Seychelles,8,6,0,
31/03/2020,10:00,Singapore,879,636,3,
31/03/2020,10:00,Sint Maarten,3,3,0,
31/03/2020,10:00,Slovakia,336,264,0,
31/03/2020,10:00,Slovenia,730,511,11,
31/03/2020,10:00,Somalia,3,3,0,
31/03/2020,10:00,South Africa,1280,1229,1,
31/03/2020,10:00,Spain,85195,76004,7340,
31/03/2020,10:00,Sri Lanka,120,101,1,
31/03/2020,10:00,Sudan,6,5,2,
31/03/2020,10:00,Suriname,8,7,0,
31/03/2020,10:00,Sweden,3700,2641,110,
31/03/2020,10:00,Switzerland,14274,12601,257,
31/03/2020,10:00,Syrian Arab Republic,9,9,1,
31/03/2020,10:00,Taiwan,306,239,5,
31/03/2020,10:00,Thailand,1524,1410,9,
31/03/2020,10:00,Timor-Leste,1,1,0,
31/03/2020,10:00,Togo,28,27,1,
31/03/2020,10:00,Trinidad and Tobago,76,74,3,
31/03/2020,10:00,Tunisia,312,294,8,
31/03/2020,10:00,Turkey,9271,9266,131,
31/03/2020,10:00,Turks and Caicos Islands,4,4,0,
31/03/2020,10:00,Uganda,33,33,0,
31/03/2020,10:00,Ukraine,480,477,11,
31/03/2020,10:00,United Arab Emirates,570,472,3,
31/03/2020,10:00,United Kingdom,22141,20594,1408,
31/03/2020,10:00,United Republic of Tanzania,14,14,0,
31/03/2020,10:00,United States of America,140904,137417,2405,
31/03/2020,10:00,United States Virgin Islands,22,22,0,
31/03/2020,10:00,Uruguay,303,299,0,
31/03/2020,10:00,Uzbekistan,145,141,2,
31/03/2020,10:00,Venezuela (Bolivarian Republic of),113,111,2,
31/03/2020,10:00,Viet Nam,188,131,0,
31/03/2020,10:00,Zambia,16,16,0,
31/03/2020,10:00,Zimbabwe,5,5,1,
01/04/2020,10:00,Afghanistan,166,145,4,
01/04/2020,10:00,Albania,223,168,11,
01/04/2020,10:00,Algeria,511,451,31,
01/04/2020,10:00,Andorra,370,356,8,
01/04/2020,10:00,Angola,2,2,0,
01/04/2020,10:00,Anguilla,2,2,0,
01/04/2020,10:00,Antigua and Barbuda,7,6,0,
01/04/2020,10:00,Argentina,820,755,20,
01/04/2020,10:00,Armenia,482,430,3,
01/04/2020,10:00,Aruba,50,48,0,
01/04/2020,10:00,Australia,4359,3984,18,
01/04/2020,10:00,Austria,9618,8286,108,
01/04/2020,10:00,Azerbaijan,273,245,4,
01/04/2020,10:00,Bahamas,14,13,0,
01/04/2020,10:00,Bahrain,515,273,4,
01/04/2020,10:00,Bangladesh,49,41,5,
01/04/2020,10:00,Barbados,33,33,0,
01/04/2020,10:00,Belarus,152,116,0,
01/04/2020,10:00,Belgium,11899,10656,513,
01/04/2020,10:00,Belize,3,3,0,
01/04/2020,10:00,Benin,6,5,0,
01/04/2020,10:00,Bermuda,22,22,0,
01/04/2020,10:00,Bhutan,4,3,0,
01/04/2020,10:00,Bolivia,97,86,5,
01/04/2020,10:00,Bosnia and Herzegovina,359,338,9,
01/04/2020,10:00,Brazil,4256,4022,136,
01/04/2020,10:00,British Virgin Islands,2,2,0,
01/04/2020,10:00,Brunei Darussalam,127,77,1,
01/04/2020,10:00,Bulgaria,359,278,8,
01/04/2020,10:00,Burkina Faso,246,231,12,
01/04/2020,10:00,Cabo Verde,5,5,1,
01/04/2020,10:00,Cambodia,107,83,0,
01/04/2020,10:00,Cameroon,139,134,6,
01/04/2020,10:00,Canada,6317,5893,66,
01/04/2020,10:00,Cayman Islands,12,11,1,
01/04/2020,10:00,Central African Republic,6,5,0,
01/04/2020,10:00,Chad,5,5,0,
01/04/2020,10:00,Chile,2449,2293,8,
01/04/2020,10:00,Colombia,702,657,10,
01/04/2020,10:00,Congo,19,18,0,
01/04/2020,10:00,Costa Rica,314,273,2,
01/04/2020,10:00,Côte d’Ivoire,169,163,0,
01/04/2020,10:00,Croatia,790,725,6,
01/04/2020,10:00,Cuba,170,165,4,
01/04/2020,10:00,Curaçao,11,8,1,
01/04/2020,10:00,Cyprus,230,197,7,
01/04/2020,10:00,Czech Republic,3002,2568,24,
01/04/2020,10:00,Democratic Republic of the Congo,98,95,8,
01/04/2020,10:00,Denmark,2577,1600,77,
01/04/2020,10:00,Djibouti,26,26,0,
01/04/2020,10:00,Dominica,11,11,0,
01/04/2020,10:00,Dominican Republic,901,880,42,
01/04/2020,10:00,Ecuador,1962,1904,60,
01/04/2020,10:00,Egypt,656,490,41,
01/04/2020,10:00,El Salvador,30,30,0,
01/04/2020,10:00,Equatorial Guinea,14,13,0,
01/04/2020,10:00,Eritrea,6,6,0,
01/04/2020,10:00,Estonia,715,490,3,
01/04/2020,10:00,Eswatini,9,8,0,
01/04/2020,10:00,Ethiopia,23,18,0,
01/04/2020,10:00,Faroe Islands,168,121,0,
01/04/2020,10:00,Fiji,5,5,0,
01/04/2020,10:00,Finland,1313,994,13,
01/04/2020,10:00,France,52128,44398,3523,
01/04/2020,10:00,French Guiana,43,36,0,
01/04/2020,10:00,French Polynesia,36,33,0,
01/04/2020,10:00,Gabon,7,6,1,
01/04/2020,10:00,Gambia,3,3,1,
01/04/2020,10:00,Georgia,103,69,0,
01/04/2020,10:00,Germany,61913,54757,583,
01/04/2020,10:00,Ghana,152,146,5,
01/04/2020,10:00,Gibraltar,69,66,0,
01/04/2020,10:00,Greece,1212,825,43,
01/04/2020,10:00,Greenland,10,10,0,
01/04/2020,10:00,Grenada,9,9,0,
01/04/2020,10:00,Guadeloupe,106,88,4,
01/04/2020,10:00,Guam,58,55,1,
01/04/2020,10:00,Guatemala,36,35,1,
01/04/2020,10:00,Guernsey,45,44,0,
01/04/2020,10:00,Guinea,16,15,0,
01/04/2020,10:00,Guinea-Bissau,2,2,0,
01/04/2020,10:00,Guyana,8,4,1,
01/04/2020,10:00,Haiti,15,15,0,
01/04/2020,10:00,Holy See,6,5,0,
01/04/2020,10:00,Honduras,139,131,2,
01/04/2020,10:00,Hong Kong Special Administrative Region,715,547,4,Including 1 probable case
01/04/2020,10:00,Hungary,447,397,15,
01/04/2020,10:00,Iceland,1086,861,2,
01/04/2020,10:00,India,1071,934,29,
01/04/2020,10:00,Indonesia,1414,1280,122,
01/04/2020,10:00,Iran,44606,28437,2898,
01/04/2020,10:00,Iraq,630,506,46,
01/04/2020,10:00,Ireland,2910,2618,54,
01/04/2020,10:00,Isle of Man,42,42,0,
01/04/2020,10:00,Israel,4831,4527,17,
01/04/2020,10:00,Italy,105792,74286,12428,
01/04/2020,10:00,Jamaica,36,26,1,
01/04/2020,10:00,Japan,1953,1080,56,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 11 fatal cases)
01/04/2020,10:00,Jersey,63,61,2,
01/04/2020,10:00,Jordan,268,233,5,
01/04/2020,10:00,Kazakhstan,312,279,1,
01/04/2020,10:00,Kenya,38,35,1,
01/04/2020,10:00,Korea,9887,1474,165,
01/04/2020,10:00,Kosovo,106,106,1,
01/04/2020,10:00,Kuwait,266,136,0,
01/04/2020,10:00,Kyrgyzstan,107,107,0,
01/04/2020,10:00,Lao People's Democratic Republic,8,8,0,
01/04/2020,10:00,Latvia,376,316,0,
01/04/2020,10:00,Lebanon,446,337,11,
01/04/2020,10:00,Liberia,3,2,0,
01/04/2020,10:00,Libya,8,8,0,
01/04/2020,10:00,Liechtenstein,64,57,0,
01/04/2020,10:00,Lithuania,484,459,7,
01/04/2020,10:00,Luxembourg,1988,1907,22,
01/04/2020,10:00,Macao Special Administrative Region,41,28,0,
01/04/2020,10:00,Madagascar,46,46,0,
01/04/2020,10:00,Mainland China,81554,660,3312,
01/04/2020,10:00,Malaysia,2626,2073,37,
01/04/2020,10:00,Maldives,17,4,0,
01/04/2020,10:00,Mali,18,18,0,
01/04/2020,10:00,Malta,156,126,0,
01/04/2020,10:00,Martinique,111,95,2,
01/04/2020,10:00,Mauritania,5,4,0,
01/04/2020,10:00,Mauritius,107,107,2,
01/04/2020,10:00,Mayotte,82,81,0,
01/04/2020,10:00,Mexico,993,940,20,
01/04/2020,10:00,Monaco,49,40,0,
01/04/2020,10:00,Mongolia,12,8,0,
01/04/2020,10:00,Montenegro,91,91,1,
01/04/2020,10:00,Montserrat,5,5,0,
01/04/2020,10:00,Morocco,574,536,33,
01/04/2020,10:00,Mozambique,8,8,0,
01/04/2020,10:00,Myanmar,10,10,0,
01/04/2020,10:00,Namibia,11,9,0,
01/04/2020,10:00,Nepal,5,4,0,
01/04/2020,10:00,Netherlands,11750,10045,864,
01/04/2020,10:00,New Caledonia,15,15,0,
01/04/2020,10:00,New Zealand,600,589,1,
01/04/2020,10:00,Nicaragua,4,4,1,
01/04/2020,10:00,Niger,20,20,3,
01/04/2020,10:00,Nigeria,111,109,1,
01/04/2020,10:00,North Macedonia,285,254,7,
01/04/2020,10:00,Northern Mariana Islands,2,2,0,
01/04/2020,10:00,Norway,4226,3057,26,
01/04/2020,10:00,Oman,179,155,0,
01/04/2020,10:00,Pakistan,1865,1678,25,
01/04/2020,10:00,Palestine,117,78,1,
01/04/2020,10:00,Panama,989,920,24,
01/04/2020,10:00,Papua New Guinea,1,1,0,
01/04/2020,10:00,Paraguay,64,55,3,
01/04/2020,10:00,Peru,852,766,11,
01/04/2020,10:00,Philippines,1546,1359,78,
01/04/2020,10:00,Poland,2055,1899,31,
01/04/2020,10:00,Portugal,6408,5960,140,
01/04/2020,10:00,Puerto Rico,174,171,6,
01/04/2020,10:00,Qatar,693,251,1,
01/04/2020,10:00,Republic of Moldova,298,268,2,
01/04/2020,10:00,Réunion,207,198,0,
01/04/2020,10:00,Romania,1952,1768,44,
01/04/2020,10:00,Russia,1837,1744,9,
01/04/2020,10:00,Rwanda,70,63,0,
01/04/2020,10:00,Saint Barthélemy,6,3,0,
01/04/2020,10:00,Saint Kitts and Nevis,2,2,0,
01/04/2020,10:00,Saint Lucia,9,7,0,
01/04/2020,10:00,Saint Martin,18,16,1,
01/04/2020,10:00,Saint Vincent and the Grenadines,1,0,0,
01/04/2020,10:00,San Marino,230,126,25,
01/04/2020,10:00,Saudi Arabia,1453,1320,8,
01/04/2020,10:00,Senegal,162,135,0,
01/04/2020,10:00,Serbia,785,713,13,
01/04/2020,10:00,Seychelles,8,4,0,
01/04/2020,10:00,Singapore,926,683,3,
01/04/2020,10:00,Sint Maarten,6,6,0,
01/04/2020,10:00,Slovakia,336,239,0,
01/04/2020,10:00,Slovenia,763,488,11,
01/04/2020,10:00,Somalia,3,2,0,
01/04/2020,10:00,South Africa,1326,1264,3,
01/04/2020,10:00,Spain,94417,83239,8189,
01/04/2020,10:00,Sri Lanka,120,91,1,
01/04/2020,10:00,Sudan,6,4,2,
01/04/2020,10:00,Suriname,8,7,0,
01/04/2020,10:00,Sweden,4028,2861,146,
01/04/2020,10:00,Switzerland,15412,13150,295,
01/04/2020,10:00,Syrian Arab Republic,10,10,2,
01/04/2020,10:00,Taiwan,322,245,5,
01/04/2020,10:00,Thailand,1524,1377,9,
01/04/2020,10:00,Timor-Leste,1,1,0,
01/04/2020,10:00,Togo,34,33,1,
01/04/2020,10:00,Trinidad and Tobago,82,77,3,
01/04/2020,10:00,Tunisia,362,342,9,
01/04/2020,10:00,Turkey,10827,10780,168,
01/04/2020,10:00,Turks and Caicos Islands,5,5,0,
01/04/2020,10:00,Uganda,33,33,0,
01/04/2020,10:00,Ukraine,549,535,13,
01/04/2020,10:00,United Arab Emirates,611,513,5,
01/04/2020,10:00,United Kingdom,25150,23196,1789,
01/04/2020,10:00,United Republic of Tanzania,19,18,0,
01/04/2020,10:00,United States of America,163539,160036,2860,
01/04/2020,10:00,United States Virgin Islands,30,28,0,
01/04/2020,10:00,Uruguay,309,303,0,
01/04/2020,10:00,Uzbekistan,149,133,2,
01/04/2020,10:00,Venezuela (Bolivarian Republic of),129,96,3,
01/04/2020,10:00,Viet Nam,203,142,0,
01/04/2020,10:00,Zambia,35,35,0,
01/04/2020,10:00,Zimbabwe,5,5,1,
02/04/2020,10:00,Afghanistan,192,170,4,
02/04/2020,10:00,Albania,243,188,13,
02/04/2020,10:00,Algeria,584,524,35,
02/04/2020,10:00,Andorra,376,360,12,
02/04/2020,10:00,Angola,7,7,2,
02/04/2020,10:00,Anguilla,2,2,0,
02/04/2020,10:00,Antigua and Barbuda,7,6,0,
02/04/2020,10:00,Argentina,966,901,24,
02/04/2020,10:00,Armenia,532,480,3,
02/04/2020,10:00,Aruba,55,53,0,
02/04/2020,10:00,Australia,4707,4253,20,
02/04/2020,10:00,Austria,10182,8536,128,
02/04/2020,10:00,Azerbaijan,298,270,5,
02/04/2020,10:00,Bahamas,14,13,0,
02/04/2020,10:00,Bahrain,567,312,4,
02/04/2020,10:00,Bangladesh,54,46,6,
02/04/2020,10:00,Barbados,33,33,0,
02/04/2020,10:00,Belarus,152,116,0,
02/04/2020,10:00,Belgium,12775,11289,705,
02/04/2020,10:00,Belize,3,3,0,
02/04/2020,10:00,Benin,9,8,0,
02/04/2020,10:00,Bermuda,27,27,0,
02/04/2020,10:00,Bhutan,4,3,0,
02/04/2020,10:00,Bolivia,107,96,6,
02/04/2020,10:00,Bosnia and Herzegovina,413,392,12,
02/04/2020,10:00,Botswana,3,3,0,
02/04/2020,10:00,Brazil,4579,4345,159,
02/04/2020,10:00,British Virgin Islands,3,3,0,
02/04/2020,10:00,Brunei Darussalam,129,75,1,
02/04/2020,10:00,Bulgaria,399,318,8,
02/04/2020,10:00,Burkina Faso,261,241,14,
02/04/2020,10:00,Burundi,2,2,0,
02/04/2020,10:00,Cabo Verde,5,5,1,
02/04/2020,10:00,Cambodia,109,85,0,
02/04/2020,10:00,Cameroon,139,134,6,
02/04/2020,10:00,Canada,7695,7074,89,
02/04/2020,10:00,Cayman Islands,12,11,1,
02/04/2020,10:00,Central African Republic,6,5,0,
02/04/2020,10:00,Chad,7,7,0,
02/04/2020,10:00,Chile,2738,2582,12,
02/04/2020,10:00,Colombia,798,753,14,
02/04/2020,10:00,Congo,19,18,0,
02/04/2020,10:00,Costa Rica,314,273,2,
02/04/2020,10:00,Côte d’Ivoire,169,163,0,
02/04/2020,10:00,Croatia,867,802,6,
02/04/2020,10:00,Cuba,186,181,6,
02/04/2020,10:00,Curaçao,11,8,1,
02/04/2020,10:00,Cyprus,262,229,8,
02/04/2020,10:00,Czech Republic,3308,2874,31,
02/04/2020,10:00,Democratic Republic of the Congo,109,106,8,
02/04/2020,10:00,Denmark,2860,1803,90,
02/04/2020,10:00,Djibouti,31,31,0,
02/04/2020,10:00,Dominica,11,11,0,
02/04/2020,10:00,Dominican Republic,1109,1088,51,
02/04/2020,10:00,Ecuador,2240,2182,75,
02/04/2020,10:00,Egypt,710,544,46,
02/04/2020,10:00,El Salvador,30,30,0,
02/04/2020,10:00,Equatorial Guinea,14,13,0,
02/04/2020,10:00,Eritrea,6,6,0,
02/04/2020,10:00,Estonia,745,520,4,
02/04/2020,10:00,Eswatini,9,8,0,
02/04/2020,10:00,Ethiopia,26,21,0,
02/04/2020,10:00,Faroe Islands,169,122,0,
02/04/2020,10:00,Fiji,5,5,0,
02/04/2020,10:00,Finland,1384,1065,17,
02/04/2020,10:00,France,56989,47855,4032,
02/04/2020,10:00,French Guiana,46,39,0,
02/04/2020,10:00,French Polynesia,37,34,0,
02/04/2020,10:00,Gabon,7,6,1,
02/04/2020,10:00,Gambia,3,3,1,
02/04/2020,10:00,Georgia,115,81,0,
02/04/2020,10:00,Germany,67366,59168,732,
02/04/2020,10:00,Ghana,152,146,5,
02/04/2020,10:00,Gibraltar,69,66,0,
02/04/2020,10:00,Greece,1314,927,49,
02/04/2020,10:00,Greenland,10,10,0,
02/04/2020,10:00,Grenada,9,9,0,
02/04/2020,10:00,Guadeloupe,114,96,5,
02/04/2020,10:00,Guam,69,66,2,
02/04/2020,10:00,Guatemala,36,30,1,
02/04/2020,10:00,Guernsey,60,59,1,
02/04/2020,10:00,Guinea,16,15,0,
02/04/2020,10:00,Guinea-Bissau,9,9,0,
02/04/2020,10:00,Guyana,12,8,2,
02/04/2020,10:00,Haiti,15,15,0,
02/04/2020,10:00,Holy See,6,5,0,
02/04/2020,10:00,Honduras,139,131,2,
02/04/2020,10:00,Hong Kong Special Administrative Region,766,573,4,Including 1 probable case
02/04/2020,10:00,Hungary,492,434,16,
02/04/2020,10:00,Iceland,1135,885,2,
02/04/2020,10:00,India,1636,1485,38,
02/04/2020,10:00,Indonesia,1528,1356,136,
02/04/2020,10:00,Iran,47593,30232,3036,
02/04/2020,10:00,Iraq,694,540,50,
02/04/2020,10:00,Ireland,3235,2943,71,
02/04/2020,10:00,Isle of Man,52,52,0,
02/04/2020,10:00,Israel,5129,4702,21,
02/04/2020,10:00,Italy,110574,74861,13155,
02/04/2020,10:00,Jamaica,36,24,1,
02/04/2020,10:00,Japan,2384,1470,57,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 11 fatal cases)
02/04/2020,10:00,Jersey,63,58,2,
02/04/2020,10:00,Jordan,274,239,5,
02/04/2020,10:00,Kazakhstan,348,315,2,
02/04/2020,10:00,Kenya,50,47,1,
02/04/2020,10:00,Korea,9976,1411,169,
02/04/2020,10:00,Kosovo,112,112,1,
02/04/2020,10:00,Kuwait,289,159,0,
02/04/2020,10:00,Kyrgyzstan,111,111,0,
02/04/2020,10:00,Lao People's Democratic Republic,9,9,0,
02/04/2020,10:00,Latvia,398,327,0,
02/04/2020,10:00,Lebanon,463,343,12,
02/04/2020,10:00,Liberia,3,2,0,
02/04/2020,10:00,Libya,10,10,0,
02/04/2020,10:00,Liechtenstein,68,61,0,
02/04/2020,10:00,Lithuania,533,507,7,
02/04/2020,10:00,Luxembourg,2178,2038,23,
02/04/2020,10:00,Macao Special Administrative Region,41,24,0,
02/04/2020,10:00,Madagascar,53,53,0,
02/04/2020,10:00,Mainland China,81589,661,3318,
02/04/2020,10:00,Malaysia,2766,1976,43,
02/04/2020,10:00,Maldives,18,5,0,
02/04/2020,10:00,Mali,18,18,0,
02/04/2020,10:00,Malta,167,129,0,
02/04/2020,10:00,Martinique,119,103,2,
02/04/2020,10:00,Mauritania,5,4,0,
02/04/2020,10:00,Mauritius,143,143,5,
02/04/2020,10:00,Mayotte,101,100,0,
02/04/2020,10:00,Mexico,1094,1012,28,
02/04/2020,10:00,Monaco,52,43,0,
02/04/2020,10:00,Mongolia,12,8,0,
02/04/2020,10:00,Montenegro,105,103,2,
02/04/2020,10:00,Montserrat,5,5,0,
02/04/2020,10:00,Morocco,638,600,36,
02/04/2020,10:00,Mozambique,8,8,0,
02/04/2020,10:00,Myanmar,15,15,1,
02/04/2020,10:00,Namibia,11,9,0,
02/04/2020,10:00,Nepal,5,4,0,
02/04/2020,10:00,Netherlands,12595,10544,1039,
02/04/2020,10:00,New Caledonia,16,16,0,
02/04/2020,10:00,New Zealand,647,636,1,
02/04/2020,10:00,Nicaragua,4,4,1,
02/04/2020,10:00,Niger,20,20,3,
02/04/2020,10:00,Nigeria,111,109,1,
02/04/2020,10:00,North Macedonia,329,298,9,
02/04/2020,10:00,Northern Mariana Islands,2,2,0,
02/04/2020,10:00,Norway,4447,3024,28,
02/04/2020,10:00,Oman,210,186,1,
02/04/2020,10:00,Pakistan,2039,1852,26,
02/04/2020,10:00,Palestine,134,93,1,
02/04/2020,10:00,Panama,989,920,24,
02/04/2020,10:00,Papua New Guinea,1,1,0,
02/04/2020,10:00,Paraguay,65,56,3,
02/04/2020,10:00,Peru,1065,979,24,
02/04/2020,10:00,Philippines,2084,1882,88,
02/04/2020,10:00,Poland,2311,2065,33,
02/04/2020,10:00,Portugal,7443,6995,160,
02/04/2020,10:00,Puerto Rico,239,236,8,
02/04/2020,10:00,Qatar,781,329,2,
02/04/2020,10:00,Republic of Moldova,353,323,3,
02/04/2020,10:00,Réunion,247,238,0,
02/04/2020,10:00,Romania,2245,2061,69,
02/04/2020,10:00,Russia,2337,2190,17,
02/04/2020,10:00,Rwanda,75,68,0,
02/04/2020,10:00,Saint Barthélemy,6,3,0,
02/04/2020,10:00,Saint Kitts and Nevis,8,8,0,
02/04/2020,10:00,Saint Lucia,9,7,0,
02/04/2020,10:00,Saint Martin,18,16,2,
02/04/2020,10:00,Saint Vincent and the Grenadines,1,0,0,
02/04/2020,10:00,San Marino,236,132,26,
02/04/2020,10:00,Saudi Arabia,1563,1392,10,
02/04/2020,10:00,Senegal,175,148,0,
02/04/2020,10:00,Serbia,900,815,13,
02/04/2020,10:00,Seychelles,8,4,0,
02/04/2020,10:00,Sierra Leone,1,1,0,
02/04/2020,10:00,Singapore,1000,687,3,
02/04/2020,10:00,Sint Maarten,6,6,0,
02/04/2020,10:00,Slovakia,363,266,0,
02/04/2020,10:00,Slovenia,814,539,13,
02/04/2020,10:00,Somalia,5,4,0,
02/04/2020,10:00,South Africa,1353,1291,5,
02/04/2020,10:00,Spain,102136,88420,9053,
02/04/2020,10:00,Sri Lanka,143,114,2,
02/04/2020,10:00,Sudan,7,5,2,
02/04/2020,10:00,Suriname,8,7,0,
02/04/2020,10:00,Sweden,4435,3156,180,
02/04/2020,10:00,Switzerland,16108,13343,373,
02/04/2020,10:00,Syrian Arab Republic,10,10,2,
02/04/2020,10:00,Taiwan,329,229,5,
02/04/2020,10:00,Thailand,1771,1594,12,
02/04/2020,10:00,Timor-Leste,1,1,0,
02/04/2020,10:00,Togo,34,33,1,
02/04/2020,10:00,Trinidad and Tobago,85,80,3,
02/04/2020,10:00,Tunisia,394,370,10,
02/04/2020,10:00,Turkey,13531,13484,214,
02/04/2020,10:00,Turks and Caicos Islands,5,5,0,
02/04/2020,10:00,Uganda,33,33,0,
02/04/2020,10:00,Ukraine,669,655,17,
02/04/2020,10:00,United Arab Emirates,664,566,6,
02/04/2020,10:00,United Kingdom,29474,26848,2352,
02/04/2020,10:00,United Republic of Tanzania,19,18,1,
02/04/2020,10:00,United States of America,186101,179063,3603,
02/04/2020,10:00,United States Virgin Islands,30,28,0,
02/04/2020,10:00,Uruguay,320,314,1,
02/04/2020,10:00,Uzbekistan,173,157,2,
02/04/2020,10:00,Venezuela (Bolivarian Republic of),129,96,3,
02/04/2020,10:00,Viet Nam,207,146,0,
02/04/2020,10:00,Zambia,35,35,0,
02/04/2020,10:00,Zimbabwe,8,8,1,
03/04/2020,10:00,Afghanistan,235,213,4,
03/04/2020,10:00,Albania,277,207,15,
03/04/2020,10:00,Algeria,847,775,58,
03/04/2020,10:00,Andorra,396,321,13,
03/04/2020,10:00,Angola,8,8,2,
03/04/2020,10:00,Anguilla,2,2,0,
03/04/2020,10:00,Antigua and Barbuda,7,6,0,
03/04/2020,10:00,Argentina,1054,975,27,
03/04/2020,10:00,Armenia,571,449,3,
03/04/2020,10:00,Aruba,55,51,0,
03/04/2020,10:00,Australia,4976,4466,21,
03/04/2020,10:00,Austria,10711,8868,146,
03/04/2020,10:00,Azerbaijan,359,325,5,
03/04/2020,10:00,Bahamas,15,12,0,
03/04/2020,10:00,Bahrain,569,313,4,
03/04/2020,10:00,Bangladesh,54,44,6,
03/04/2020,10:00,Barbados,33,31,0,
03/04/2020,10:00,Belarus,192,146,2,
03/04/2020,10:00,Belgium,13964,12169,828,
03/04/2020,10:00,Belize,3,3,0,
03/04/2020,10:00,Benin,13,12,0,
03/04/2020,10:00,Bermuda,32,32,0,
03/04/2020,10:00,Bhutan,4,3,0,
03/04/2020,10:00,Bolivia,115,103,7,
03/04/2020,10:00,Bosnia and Herzegovina,464,420,13,
03/04/2020,10:00,Botswana,3,3,1,
03/04/2020,10:00,Brazil,5717,5426,201,
03/04/2020,10:00,British Virgin Islands,3,3,0,
03/04/2020,10:00,Brunei Darussalam,131,75,1,
03/04/2020,10:00,Bulgaria,422,328,10,
03/04/2020,10:00,Burkina Faso,261,235,14,
03/04/2020,10:00,Burundi,2,2,0,
03/04/2020,10:00,Cabo Verde,5,5,1,
03/04/2020,10:00,Cambodia,109,74,0,
03/04/2020,10:00,Cameroon,139,129,6,
03/04/2020,10:00,Canada,9005,8384,105,
03/04/2020,10:00,Cayman Islands,14,13,1,
03/04/2020,10:00,Central African Republic,8,7,0,
03/04/2020,10:00,Chad,7,7,0,
03/04/2020,10:00,Chile,3031,2793,16,
03/04/2020,10:00,Colombia,906,813,16,
03/04/2020,10:00,Congo,22,19,2,
03/04/2020,10:00,Costa Rica,347,297,2,
03/04/2020,10:00,Côte d’Ivoire,190,181,0,
03/04/2020,10:00,Croatia,963,882,6,
03/04/2020,10:00,Cuba,212,202,6,
